"date";"Region";"newcases";"positive"
2020-07-07;"Banskobystrický kraj";4;-183823
2020-07-06;"Banskobystrický kraj";0;-183827
2020-07-05;"Banskobystrický kraj";0;-183827
2020-07-04;"Banskobystrický kraj";1;-183827
2020-07-03;"Banskobystrický kraj";4;-183828
2020-07-02;"Banskobystrický kraj";0;-183832
2020-07-01;"Banskobystrický kraj";1;-183832
2020-06-30;"Banskobystrický kraj";0;-183833
2020-06-29;"Banskobystrický kraj";0;-183833
2020-06-28;"Banskobystrický kraj";0;-183833
2020-06-27;"Banskobystrický kraj";0;-183833
2020-06-26;"Banskobystrický kraj";0;-183833
2020-06-25;"Banskobystrický kraj";1;-183833
2020-06-24;"Banskobystrický kraj";0;-183834
2020-06-23;"Banskobystrický kraj";6;-183834
2020-06-22;"Banskobystrický kraj";0;-183840
2020-06-21;"Banskobystrický kraj";0;-183840
2020-06-20;"Banskobystrický kraj";0;-183840
2020-06-19;"Banskobystrický kraj";2;-183840
2020-06-18;"Banskobystrický kraj";10;-183842
2020-06-17;"Banskobystrický kraj";1;-183852
2020-06-16;"Banskobystrický kraj";0;-183853
2020-06-14;"Banskobystrický kraj";2;-183853
2020-06-13;"Banskobystrický kraj";2;-183855
2020-06-12;"Banskobystrický kraj";0;-183857
2020-06-11;"Banskobystrický kraj";1;-183857
2020-06-10;"Banskobystrický kraj";0;-183858
2020-06-09;"Banskobystrický kraj";0;-183858
2020-06-08;"Banskobystrický kraj";0;-183858
2020-06-07;"Banskobystrický kraj";0;-183858
2020-06-05;"Banskobystrický kraj";2;-183858
2020-06-03;"Banskobystrický kraj";0;-183860
2020-06-02;"Banskobystrický kraj";0;-183860
2020-05-31;"Banskobystrický kraj";0;-183860
2020-05-29;"Banskobystrický kraj";0;-183860
2020-05-27;"Banskobystrický kraj";1;-183860
2020-05-26;"Banskobystrický kraj";0;-183861
2020-05-25;"Banskobystrický kraj";0;-183861
2020-05-24;"Banskobystrický kraj";0;-183861
2020-05-23;"Banskobystrický kraj";1;-183861
2020-05-22;"Banskobystrický kraj";0;-183862
2020-05-21;"Banskobystrický kraj";0;-183862
2020-05-20;"Banskobystrický kraj";1;-183862
2020-05-19;"Banskobystrický kraj";0;-183863
2020-05-17;"Banskobystrický kraj";0;-183863
2020-05-16;"Banskobystrický kraj";0;-183863
2020-05-15;"Banskobystrický kraj";0;-183863
2020-05-14;"Banskobystrický kraj";0;-183863
2020-05-13;"Banskobystrický kraj";0;-183863
2020-05-12;"Banskobystrický kraj";1;-183863
2020-05-11;"Banskobystrický kraj";0;-183864
2020-05-09;"Banskobystrický kraj";0;-183864
2020-05-07;"Banskobystrický kraj";2;-183864
2020-05-06;"Banskobystrický kraj";1;-183866
2020-05-05;"Banskobystrický kraj";2;-183867
2020-05-04;"Banskobystrický kraj";0;-183869
2020-05-03;"Banskobystrický kraj";0;-183869
2020-05-02;"Banskobystrický kraj";0;-183869
2020-05-01;"Banskobystrický kraj";0;-183869
2020-04-30;"Banskobystrický kraj";1;-183869
2020-04-29;"Banskobystrický kraj";1;-183870
2020-04-28;"Banskobystrický kraj";0;-183871
2020-04-27;"Banskobystrický kraj";0;-183871
2020-04-26;"Banskobystrický kraj";0;-183871
2020-04-25;"Banskobystrický kraj";2;-183871
2020-04-24;"Banskobystrický kraj";3;-183873
2020-04-23;"Banskobystrický kraj";2;-183876
2020-04-22;"Banskobystrický kraj";2;-183878
2020-04-21;"Banskobystrický kraj";2;-183880
2020-04-20;"Banskobystrický kraj";0;-183882
2020-04-19;"Banskobystrický kraj";0;-183882
2020-04-18;"Banskobystrický kraj";8;-183882
2020-04-17;"Banskobystrický kraj";2;-183890
2020-04-16;"Banskobystrický kraj";0;-183892
2020-04-15;"Banskobystrický kraj";10;-183892
2020-04-14;"Banskobystrický kraj";0;-183902
2020-04-13;"Banskobystrický kraj";2;-183902
2020-04-12;"Banskobystrický kraj";4;-183904
2020-04-11;"Banskobystrický kraj";1;-183908
2020-04-10;"Banskobystrický kraj";0;-183909
2020-04-09;"Banskobystrický kraj";2;-183909
2020-04-08;"Banskobystrický kraj";0;-183911
2020-04-07;"Banskobystrický kraj";4;-183911
2020-04-06;"Banskobystrický kraj";10;-183915
2020-04-05;"Banskobystrický kraj";9;-183925
2020-04-04;"Banskobystrický kraj";0;-183934
2020-04-03;"Banskobystrický kraj";2;-183934
2020-04-02;"Banskobystrický kraj";2;-183936
2020-04-01;"Banskobystrický kraj";5;-183938
2020-03-31;"Banskobystrický kraj";3;-183943
2020-03-30;"Banskobystrický kraj";1;-183946
2020-03-29;"Banskobystrický kraj";2;-183947
2020-03-28;"Banskobystrický kraj";1;-183949
2020-03-27;"Banskobystrický kraj";1;-183950
2020-03-26;"Banskobystrický kraj";1;-183951
2020-03-25;"Banskobystrický kraj";0;-183952
2020-03-24;"Banskobystrický kraj";1;-183952
2020-03-23;"Banskobystrický kraj";1;-183953
2020-03-22;"Banskobystrický kraj";0;-183954
2020-03-21;"Banskobystrický kraj";3;-183954
2020-03-20;"Banskobystrický kraj";0;-183957
2020-03-19;"Banskobystrický kraj";2;-183957
2020-03-18;"Banskobystrický kraj";1;-183959
2020-03-17;"Banskobystrický kraj";1;-183960
2020-03-16;"Banskobystrický kraj";0;-183961
2020-03-15;"Banskobystrický kraj";1;-183961
2020-03-14;"Banskobystrický kraj";0;-183962
2020-03-13;"Banskobystrický kraj";1;-183962
2020-03-12;"Banskobystrický kraj";0;-183963
2020-03-11;"Banskobystrický kraj";0;-183963
2020-03-09;"Banskobystrický kraj";0;-183963
2020-03-08;"Banskobystrický kraj";0;-183963
2020-03-07;"Banskobystrický kraj";0;-183963
2020-03-06;"Banskobystrický kraj";0;-183963
2022-07-07;"Bratislavský kraj";231;93873
2022-07-06;"Bratislavský kraj";189;93642
2022-07-05;"Bratislavský kraj";149;93453
2022-07-04;"Bratislavský kraj";211;93304
2022-07-03;"Bratislavský kraj";33;93093
2022-07-02;"Bratislavský kraj";126;93060
2022-07-01;"Bratislavský kraj";154;92934
2022-06-30;"Bratislavský kraj";238;92780
2022-06-29;"Bratislavský kraj";218;92542
2022-06-28;"Bratislavský kraj";210;92324
2022-06-27;"Bratislavský kraj";215;92114
2022-06-26;"Bratislavský kraj";79;91899
2022-06-25;"Bratislavský kraj";99;91820
2022-06-24;"Bratislavský kraj";155;91721
2022-06-23;"Bratislavský kraj";138;91566
2022-06-22;"Bratislavský kraj";124;91428
2022-06-21;"Bratislavský kraj";130;91304
2022-06-20;"Bratislavský kraj";131;91174
2022-06-19;"Bratislavský kraj";61;91043
2022-06-18;"Bratislavský kraj";82;90982
2022-06-17;"Bratislavský kraj";84;90900
2022-06-16;"Bratislavský kraj";84;90816
2022-06-15;"Bratislavský kraj";49;90732
2022-06-14;"Bratislavský kraj";80;90683
2022-06-13;"Bratislavský kraj";74;90603
2022-06-12;"Bratislavský kraj";44;90529
2022-06-11;"Bratislavský kraj";38;90485
2022-06-10;"Bratislavský kraj";44;90447
2022-06-09;"Bratislavský kraj";76;90403
2022-06-08;"Bratislavský kraj";64;90327
2022-06-07;"Bratislavský kraj";48;90263
2022-06-06;"Bratislavský kraj";50;90215
2022-06-05;"Bratislavský kraj";24;90165
2022-06-04;"Bratislavský kraj";31;90141
2022-06-03;"Bratislavský kraj";47;90110
2022-06-02;"Bratislavský kraj";52;90063
2022-06-01;"Bratislavský kraj";54;90011
2022-05-31;"Bratislavský kraj";50;89957
2022-05-30;"Bratislavský kraj";47;89907
2022-05-29;"Bratislavský kraj";25;89860
2022-05-28;"Bratislavský kraj";36;89835
2022-05-27;"Bratislavský kraj";62;89799
2022-05-26;"Bratislavský kraj";58;89737
2022-05-25;"Bratislavský kraj";43;89679
2022-05-24;"Bratislavský kraj";57;89636
2022-05-23;"Bratislavský kraj";77;89579
2022-05-22;"Bratislavský kraj";29;89502
2022-05-21;"Bratislavský kraj";41;89473
2022-05-20;"Bratislavský kraj";41;89432
2022-05-19;"Bratislavský kraj";61;89391
2022-05-18;"Bratislavský kraj";76;89330
2022-05-17;"Bratislavský kraj";64;89254
2022-05-16;"Bratislavský kraj";72;89190
2022-05-15;"Bratislavský kraj";21;89118
2022-05-14;"Bratislavský kraj";44;89097
2022-05-13;"Bratislavský kraj";71;89053
2022-05-12;"Bratislavský kraj";72;88982
2022-05-11;"Bratislavský kraj";106;88910
2022-05-10;"Bratislavský kraj";99;88804
2022-05-09;"Bratislavský kraj";125;88705
2022-05-08;"Bratislavský kraj";38;88580
2022-05-07;"Bratislavský kraj";87;88542
2022-05-06;"Bratislavský kraj";103;88455
2022-05-05;"Bratislavský kraj";148;88352
2022-05-04;"Bratislavský kraj";181;88204
2022-05-03;"Bratislavský kraj";166;88023
2022-05-02;"Bratislavský kraj";225;87857
2022-05-01;"Bratislavský kraj";69;87632
2022-04-30;"Bratislavský kraj";187;87563
2022-04-29;"Bratislavský kraj";226;87376
2022-04-28;"Bratislavský kraj";227;87150
2022-04-27;"Bratislavský kraj";212;86923
2022-04-26;"Bratislavský kraj";329;86711
2022-04-25;"Bratislavský kraj";245;86382
2022-04-24;"Bratislavský kraj";157;86137
2022-04-23;"Bratislavský kraj";234;85980
2022-04-22;"Bratislavský kraj";386;85746
2022-04-21;"Bratislavský kraj";418;85360
2022-04-20;"Bratislavský kraj";591;84942
2022-04-19;"Bratislavský kraj";352;84351
2022-04-18;"Bratislavský kraj";200;83999
2022-04-17;"Bratislavský kraj";342;83799
2022-04-16;"Bratislavský kraj";203;83457
2022-04-15;"Bratislavský kraj";306;83254
2022-04-14;"Bratislavský kraj";601;82948
2022-04-13;"Bratislavský kraj";602;82347
2022-04-12;"Bratislavský kraj";680;81745
2022-04-11;"Bratislavský kraj";619;81065
2022-04-10;"Bratislavský kraj";356;80446
2022-04-09;"Bratislavský kraj";653;80090
2022-04-08;"Bratislavský kraj";750;79437
2022-04-07;"Bratislavský kraj";929;78687
2022-04-06;"Bratislavský kraj";965;77758
2022-04-05;"Bratislavský kraj";1041;76793
2022-04-04;"Bratislavský kraj";994;75752
2022-04-03;"Bratislavský kraj";659;74758
2022-04-02;"Bratislavský kraj";938;74099
2022-04-01;"Bratislavský kraj";1509;73161
2022-03-31;"Bratislavský kraj";1459;71652
2022-03-30;"Bratislavský kraj";1677;70193
2022-03-29;"Bratislavský kraj";1543;68516
2022-03-28;"Bratislavský kraj";1542;66973
2022-03-27;"Bratislavský kraj";1113;65431
2022-03-26;"Bratislavský kraj";1496;64318
2022-03-25;"Bratislavský kraj";1963;62822
2022-03-24;"Bratislavský kraj";1905;60859
2022-03-23;"Bratislavský kraj";2293;58954
2022-03-22;"Bratislavský kraj";2093;56661
2022-03-21;"Bratislavský kraj";1852;54568
2022-03-20;"Bratislavský kraj";1116;52716
2022-03-19;"Bratislavský kraj";1814;51600
2022-03-18;"Bratislavský kraj";2186;49786
2022-03-17;"Bratislavský kraj";2277;47600
2022-03-16;"Bratislavský kraj";2160;45323
2022-03-15;"Bratislavský kraj";2325;43163
2022-03-14;"Bratislavský kraj";1905;40838
2022-03-13;"Bratislavský kraj";904;38933
2022-03-12;"Bratislavský kraj";1742;38029
2022-03-11;"Bratislavský kraj";1502;36287
2022-03-10;"Bratislavský kraj";2061;34785
2022-03-09;"Bratislavský kraj";1999;32724
2022-03-08;"Bratislavský kraj";2267;30725
2022-03-07;"Bratislavský kraj";1937;28458
2022-03-06;"Bratislavský kraj";1067;26521
2022-03-05;"Bratislavský kraj";1386;25454
2022-03-04;"Bratislavský kraj";1752;24068
2022-03-03;"Bratislavský kraj";1929;22316
2022-03-02;"Bratislavský kraj";1996;20387
2022-03-01;"Bratislavský kraj";1904;18391
2022-02-28;"Bratislavský kraj";2065;16487
2022-02-27;"Bratislavský kraj";1383;14422
