"Date";"District";"PCR_Pos";"PCR_Neg";"PCR_Total"
2021-01-11;"Okres Galanta";38;82;120
2021-01-11;"Okres Gelnica";5;30;35
2021-01-11;"Okres Hlohovec";48;112;160
2021-01-11;"Okres Humenné";25;57;82
2021-01-11;"Okres Ilava";6;14;20
2021-01-11;"Okres Kežmarok";8;31;39
2021-01-11;"Okres Komárno";44;106;150
2021-01-11;"Okres Košice - okolie";103;228;331
2021-01-11;"Okres Košice I";11;43;54
2021-01-11;"Okres Košice II";21;54;75
2021-01-11;"Okres Košice III";9;23;32
2021-01-11;"Okres Košice IV";5;36;41
2021-01-11;"Okres Krupina";2;35;37
2021-01-11;"Okres Kysucké Nové Mesto";22;44;66
2021-01-11;"Okres Levice";27;101;128
2021-01-11;"Okres Levoča";1;13;14
2021-01-11;"Okres Liptovský Mikuláš";50;76;126
2021-01-11;"Okres Lučenec";5;47;52
2021-01-11;"Okres Malacky";42;175;217
2021-01-11;"Okres Martin";64;238;302
2021-01-11;"Okres Medzilaborce";7;13;20
2021-01-11;"Okres Michalovce";33;78;111
2021-01-11;"Okres Myjava";22;51;73
2021-01-11;"Okres Námestovo";4;64;68
2021-01-11;"Okres Nitra";59;155;214
2021-01-11;"Okres Nové Mesto nad Váhom";13;79;92
2021-01-11;"Okres Nové Zámky";127;194;321
2021-01-11;"Okres Partizánske";1;11;12
2021-01-11;"Okres Pezinok";47;136;183
2021-01-11;"Okres Piešťany";25;157;182
2021-01-11;"Okres Poltár";2;7;9
2021-01-11;"Okres Poprad";20;73;93
2021-01-11;"Okres Považská Bystrica";30;43;73
2021-01-11;"Okres Prešov";159;441;600
2021-01-11;"Okres Prievidza";14;85;99
2021-01-11;"Okres Púchov";8;20;28
2021-01-11;"Okres Revúca";2;9;11
2021-01-11;"Okres Rimavská Sobota";2;14;16
2021-01-11;"Okres Rožňava";2;13;15
2021-01-11;"Okres Ružomberok";29;79;108
2021-01-11;"Okres Sabinov";41;132;173
2021-01-11;"Okres Senec";45;277;322
2021-01-11;"Okres Senica";20;63;83
2021-01-11;"Okres Skalica";9;57;66
2021-01-11;"Okres Snina";8;52;60
2021-01-11;"Okres Sobrance";3;11;14
2021-01-11;"Okres Spišská Nová Ves";8;43;51
2021-01-11;"Okres Stará Ľubovňa";41;98;139
2021-01-11;"Okres Stropkov";9;37;46
2021-01-11;"Okres Svidník";21;95;116
2021-01-11;"Okres Šaľa";26;52;78
2021-01-11;"Okres Topoľčany";21;27;48
2021-01-11;"Okres Trebišov";26;75;101
2021-01-11;"Okres Trenčín";45;159;204
2021-01-11;"Okres Trnava";131;568;699
2021-01-11;"Okres Turčianske Teplice";15;40;55
2021-01-11;"Okres Tvrdošín";9;54;63
2021-01-11;"Okres Veľký Krtíš";1;19;20
2021-01-11;"Okres Vranov nad Topľou";11;44;55
2021-01-11;"Okres Zlaté Moravce";10;16;26
2021-01-11;"Okres Zvolen";17;250;267
2021-01-11;"Okres Žarnovica";5;18;23
2021-01-11;"Okres Žiar nad Hronom";16;60;76
2021-01-11;"Okres Žilina";129;378;507
2021-01-11;NA;98;351;449
2021-01-10;"Neznáme";34;456;490
2021-01-10;"Okres Bánovce nad Bebravou";2;19;21
2021-01-10;"Okres Banská Bystrica";71;144;215
2021-01-10;"Okres Banská Štiavnica";0;4;4
2021-01-10;"Okres Bardejov";2;10;12
2021-01-10;"Okres Bratislava I";19;94;113
2021-01-10;"Okres Bratislava II";38;170;208
2021-01-10;"Okres Bratislava III";32;99;131
2021-01-10;"Okres Bratislava IV";43;144;187
2021-01-10;"Okres Bratislava V";52;146;198
2021-01-10;"Okres Brezno";5;22;27
2021-01-10;"Okres Bytča";0;5;5
2021-01-10;"Okres Čadca";1;10;11
2021-01-10;"Okres Detva";6;17;23
2021-01-10;"Okres Dolný Kubín";0;6;6
2021-01-10;"Okres Dunajská Streda";8;32;40
2021-01-10;"Okres Galanta";11;35;46
2021-01-10;"Okres Gelnica";1;6;7
2021-01-10;"Okres Hlohovec";16;30;46
2021-01-10;"Okres Humenné";22;49;71
2021-01-10;"Okres Ilava";11;41;52
2021-01-10;"Okres Kežmarok";1;8;9
2021-01-10;"Okres Komárno";2;6;8
2021-01-10;"Okres Košice - okolie";65;116;181
2021-01-10;"Okres Košice I";7;31;38
2021-01-10;"Okres Košice II";14;39;53
2021-01-10;"Okres Košice III";5;11;16
2021-01-10;"Okres Košice IV";8;19;27
2021-01-10;"Okres Krupina";2;7;9
2021-01-10;"Okres Kysucké Nové Mesto";0;4;4
2021-01-10;"Okres Levice";11;31;42
2021-01-10;"Okres Levoča";0;6;6
2021-01-10;"Okres Liptovský Mikuláš";1;4;5
2021-01-10;"Okres Lučenec";10;33;43
2021-01-10;"Okres Malacky";20;76;96
2021-01-10;"Okres Martin";22;38;60
2021-01-10;"Okres Medzilaborce";3;7;10
2021-01-10;"Okres Michalovce";26;70;96
2021-01-10;"Okres Myjava";0;1;1
2021-01-10;"Okres Námestovo";3;14;17
2021-01-10;"Okres Nitra";21;151;172
2021-01-10;"Okres Nové Mesto nad Váhom";8;31;39
2021-01-10;"Okres Nové Zámky";4;26;30
2021-01-10;"Okres Partizánske";0;14;14
2021-01-10;"Okres Pezinok";21;57;78
2021-01-10;"Okres Piešťany";4;19;23
2021-01-10;"Okres Poltár";1;9;10
2021-01-10;"Okres Poprad";2;14;16
2021-01-10;"Okres Považská Bystrica";1;8;9
2021-01-10;"Okres Prešov";14;34;48
2021-01-10;"Okres Prievidza";6;45;51
2021-01-10;"Okres Púchov";1;7;8
2021-01-10;"Okres Revúca";0;4;4
2021-01-10;"Okres Rimavská Sobota";4;53;57
2021-01-10;"Okres Rožňava";1;7;8
2021-01-10;"Okres Ružomberok";5;23;28
2021-01-10;"Okres Sabinov";6;12;18
2021-01-10;"Okres Senec";38;125;163
2021-01-10;"Okres Senica";5;14;19
2021-01-10;"Okres Skalica";1;7;8
2021-01-10;"Okres Snina";1;10;11
2021-01-10;"Okres Sobrance";0;12;12
2021-01-10;"Okres Spišská Nová Ves";5;19;24
2021-01-10;"Okres Stará Ľubovňa";1;4;5
2021-01-10;"Okres Stropkov";1;4;5
2021-01-10;"Okres Svidník";0;5;5
2021-01-10;"Okres Šaľa";3;26;29
2021-01-10;"Okres Topoľčany";3;12;15
2021-01-10;"Okres Trebišov";5;34;39
2021-01-10;"Okres Trenčín";60;116;176
2021-01-10;"Okres Trnava";28;80;108
2021-01-10;"Okres Turčianske Teplice";1;8;9
2021-01-10;"Okres Tvrdošín";1;5;6
2021-01-10;"Okres Veľký Krtíš";1;11;12
2021-01-10;"Okres Vranov nad Topľou";9;40;49
2021-01-10;"Okres Zlaté Moravce";4;15;19
2021-01-10;"Okres Zvolen";8;38;46
2021-01-10;"Okres Žarnovica";5;12;17
2021-01-10;"Okres Žiar nad Hronom";6;44;50
2021-01-10;"Okres Žilina";1;11;12
2021-01-10;NA;54;188;242
2021-01-09;"Neznáme";223;764;987
2021-01-09;"Okres Bánovce nad Bebravou";22;59;81
2021-01-09;"Okres Banská Bystrica";103;261;364
2021-01-09;"Okres Banská Štiavnica";10;57;67
2021-01-09;"Okres Bardejov";58;149;207
2021-01-09;"Okres Bratislava I";27;124;151
2021-01-09;"Okres Bratislava II";50;301;351
2021-01-09;"Okres Bratislava III";39;174;213
2021-01-09;"Okres Bratislava IV";77;287;364
2021-01-09;"Okres Bratislava V";42;281;323
2021-01-09;"Okres Brezno";15;44;59
2021-01-09;"Okres Bytča";8;21;29
2021-01-09;"Okres Čadca";24;113;137
2021-01-09;"Okres Detva";14;43;57
2021-01-09;"Okres Dolný Kubín";1;17;18
2021-01-09;"Okres Dunajská Streda";129;353;482
2021-01-09;"Okres Galanta";82;193;275
2021-01-09;"Okres Gelnica";8;43;51
2021-01-09;"Okres Hlohovec";35;65;100
2021-01-09;"Okres Humenné";29;114;143
2021-01-09;"Okres Ilava";45;131;176
2021-01-09;"Okres Kežmarok";36;87;123
2021-01-09;"Okres Komárno";30;96;126
2021-01-09;"Okres Košice - okolie";160;247;407
2021-01-09;"Okres Košice I";26;55;81
2021-01-09;"Okres Košice II";19;76;95
2021-01-09;"Okres Košice III";16;23;39
2021-01-09;"Okres Košice IV";13;33;46
2021-01-09;"Okres Krupina";6;26;32
2021-01-09;"Okres Kysucké Nové Mesto";0;16;16
2021-01-09;"Okres Levice";92;222;314
2021-01-09;"Okres Levoča";6;61;67
2021-01-09;"Okres Liptovský Mikuláš";48;125;173
2021-01-09;"Okres Lučenec";3;17;20
2021-01-09;"Okres Malacky";33;133;166
2021-01-09;"Okres Martin";36;104;140
2021-01-09;"Okres Medzilaborce";20;59;79
2021-01-09;"Okres Michalovce";41;161;202
2021-01-09;"Okres Myjava";0;6;6
2021-01-09;"Okres Námestovo";3;92;95
2021-01-09;"Okres Nitra";181;299;480
2021-01-09;"Okres Nové Mesto nad Váhom";52;126;178
2021-01-09;"Okres Nové Zámky";42;151;193
2021-01-09;"Okres Partizánske";25;63;88
2021-01-09;"Okres Pezinok";27;104;131
2021-01-09;"Okres Piešťany";43;64;107
2021-01-09;"Okres Poltár";0;5;5
2021-01-09;"Okres Poprad";54;134;188
2021-01-09;"Okres Považská Bystrica";36;38;74
2021-01-09;"Okres Prešov";53;196;249
2021-01-09;"Okres Prievidza";31;174;205
2021-01-09;"Okres Púchov";15;62;77
2021-01-09;"Okres Revúca";22;58;80
2021-01-09;"Okres Rimavská Sobota";42;95;137
2021-01-09;"Okres Rožňava";17;41;58
2021-01-09;"Okres Ružomberok";15;58;73
2021-01-09;"Okres Sabinov";31;130;161
2021-01-09;"Okres Senec";41;211;252
2021-01-09;"Okres Senica";12;22;34
2021-01-09;"Okres Skalica";4;8;12
2021-01-09;"Okres Snina";2;40;42
2021-01-09;"Okres Sobrance";1;37;38
2021-01-09;"Okres Spišská Nová Ves";36;181;217
2021-01-09;"Okres Stará Ľubovňa";61;258;319
2021-01-09;"Okres Stropkov";9;36;45
2021-01-09;"Okres Svidník";18;86;104
2021-01-09;"Okres Šaľa";38;106;144
2021-01-09;"Okres Topoľčany";53;77;130
2021-01-09;"Okres Trebišov";17;78;95
2021-01-09;"Okres Trenčín";51;194;245
2021-01-09;"Okres Trnava";104;311;415
2021-01-09;"Okres Turčianske Teplice";5;22;27
2021-01-09;"Okres Tvrdošín";3;46;49
2021-01-09;"Okres Veľký Krtíš";2;17;19
2021-01-09;"Okres Vranov nad Topľou";73;185;258
2021-01-09;"Okres Zlaté Moravce";27;61;88
2021-01-09;"Okres Zvolen";27;123;150
2021-01-09;"Okres Žarnovica";31;82;113
2021-01-09;"Okres Žiar nad Hronom";29;70;99
2021-01-09;"Okres Žilina";38;113;151
2021-01-09;NA;113;339;452
2021-01-08;"Neznáme";525;1331;1856
2021-01-08;"Okres Bánovce nad Bebravou";19;31;50
2021-01-08;"Okres Banská Bystrica";106;290;396
2021-01-08;"Okres Banská Štiavnica";0;13;13
2021-01-08;"Okres Bardejov";56;175;231
2021-01-08;"Okres Bratislava I";35;183;218
2021-01-08;"Okres Bratislava II";106;372;478
2021-01-08;"Okres Bratislava III";39;245;284
2021-01-08;"Okres Bratislava IV";78;311;389
2021-01-08;"Okres Bratislava V";94;341;435
2021-01-08;"Okres Brezno";33;111;144
2021-01-08;"Okres Bytča";22;43;65
2021-01-08;"Okres Čadca";17;71;88
2021-01-08;"Okres Detva";25;59;84
2021-01-08;"Okres Dolný Kubín";35;82;117
2021-01-08;"Okres Dunajská Streda";64;224;288
2021-01-08;"Okres Galanta";83;170;253
2021-01-08;"Okres Gelnica";7;30;37
2021-01-08;"Okres Hlohovec";35;63;98
2021-01-08;"Okres Humenné";42;85;127
2021-01-08;"Okres Ilava";54;122;176
2021-01-08;"Okres Kežmarok";22;124;146
2021-01-08;"Okres Komárno";31;103;134
2021-01-08;"Okres Košice - okolie";156;304;460
2021-01-08;"Okres Košice I";28;78;106
2021-01-08;"Okres Košice II";33;73;106
2021-01-08;"Okres Košice III";17;22;39
2021-01-08;"Okres Košice IV";8;40;48
2021-01-08;"Okres Krupina";19;41;60
2021-01-08;"Okres Kysucké Nové Mesto";13;25;38
2021-01-08;"Okres Levice";102;212;314
2021-01-08;"Okres Levoča";1;35;36
2021-01-08;"Okres Liptovský Mikuláš";67;134;201
2021-01-08;"Okres Lučenec";70;123;193
2021-01-08;"Okres Malacky";30;116;146
2021-01-08;"Okres Martin";43;126;169
2021-01-08;"Okres Medzilaborce";6;10;16
2021-01-08;"Okres Michalovce";22;190;212
2021-01-08;"Okres Myjava";13;32;45
2021-01-08;"Okres Námestovo";22;124;146
2021-01-08;"Okres Nitra";198;337;535
2021-01-08;"Okres Nové Mesto nad Váhom";54;97;151
2021-01-08;"Okres Nové Zámky";168;225;393
2021-01-08;"Okres Partizánske";17;52;69
2021-01-08;"Okres Pezinok";35;126;161
2021-01-08;"Okres Piešťany";35;115;150
2021-01-08;"Okres Poltár";17;35;52
2021-01-08;"Okres Poprad";54;245;299
2021-01-08;"Okres Považská Bystrica";44;99;143
2021-01-08;"Okres Prešov";118;388;506
2021-01-08;"Okres Prievidza";109;251;360
2021-01-08;"Okres Púchov";19;76;95
2021-01-08;"Okres Revúca";32;66;98
2021-01-08;"Okres Rimavská Sobota";69;109;178
2021-01-08;"Okres Rožňava";23;65;88
2021-01-08;"Okres Ružomberok";40;109;149
2021-01-08;"Okres Sabinov";18;134;152
2021-01-08;"Okres Senec";64;249;313
2021-01-08;"Okres Senica";7;57;64
2021-01-08;"Okres Skalica";9;26;35
2021-01-08;"Okres Snina";13;50;63
2021-01-08;"Okres Sobrance";4;46;50
2021-01-08;"Okres Spišská Nová Ves";20;77;97
2021-01-08;"Okres Stará Ľubovňa";9;112;121
2021-01-08;"Okres Stropkov";22;58;80
2021-01-08;"Okres Svidník";18;71;89
2021-01-08;"Okres Šaľa";45;73;118
2021-01-08;"Okres Topoľčany";54;113;167
2021-01-08;"Okres Trebišov";79;216;295
2021-01-08;"Okres Trenčín";140;323;463
2021-01-08;"Okres Trnava";79;273;352
2021-01-08;"Okres Turčianske Teplice";6;15;21
2021-01-08;"Okres Tvrdošín";20;58;78
2021-01-08;"Okres Veľký Krtíš";27;52;79
2021-01-08;"Okres Vranov nad Topľou";67;195;262
2021-01-08;"Okres Zlaté Moravce";57;100;157
2021-01-08;"Okres Zvolen";24;167;191
2021-01-08;"Okres Žarnovica";13;21;34
2021-01-08;"Okres Žiar nad Hronom";15;66;81
2021-01-08;"Okres Žilina";103;336;439
2021-01-08;NA;147;551;698
2021-01-07;"Neznáme";412;934;1346
2021-01-07;"Okres Bánovce nad Bebravou";24;28;52
2021-01-07;"Okres Banská Bystrica";38;111;149
2021-01-07;"Okres Banská Štiavnica";2;2;4
2021-01-07;"Okres Bardejov";15;66;81
2021-01-07;"Okres Bratislava I";38;128;166
2021-01-07;"Okres Bratislava II";84;251;335
2021-01-07;"Okres Bratislava III";53;182;235
2021-01-07;"Okres Bratislava IV";68;225;293
2021-01-07;"Okres Bratislava V";74;262;336
2021-01-07;"Okres Brezno";9;76;85
2021-01-07;"Okres Bytča";26;44;70
2021-01-07;"Okres Čadca";50;71;121
2021-01-07;"Okres Detva";10;63;73
2021-01-07;"Okres Dolný Kubín";1;23;24
2021-01-07;"Okres Dunajská Streda";93;194;287
2021-01-07;"Okres Galanta";53;85;138
2021-01-07;"Okres Gelnica";11;47;58
2021-01-07;"Okres Hlohovec";49;62;111
2021-01-07;"Okres Humenné";11;29;40
2021-01-07;"Okres Ilava";40;47;87
2021-01-07;"Okres Kežmarok";20;54;74
2021-01-07;"Okres Komárno";11;65;76
2021-01-07;"Okres Košice - okolie";50;114;164
2021-01-07;"Okres Košice I";8;20;28
2021-01-07;"Okres Košice II";15;35;50
2021-01-07;"Okres Košice III";4;8;12
2021-01-07;"Okres Košice IV";4;10;14
2021-01-07;"Okres Krupina";6;26;32
2021-01-07;"Okres Kysucké Nové Mesto";24;36;60
2021-01-07;"Okres Levice";34;146;180
2021-01-07;"Okres Levoča";14;45;59
2021-01-07;"Okres Liptovský Mikuláš";29;24;53
2021-01-07;"Okres Lučenec";0;13;13
2021-01-07;"Okres Malacky";59;85;144
2021-01-07;"Okres Martin";116;130;246
2021-01-07;"Okres Medzilaborce";5;10;15
2021-01-07;"Okres Michalovce";19;67;86
2021-01-07;"Okres Myjava";25;19;44
2021-01-07;"Okres Námestovo";6;92;98
2021-01-07;"Okres Nitra";103;157;260
2021-01-07;"Okres Nové Mesto nad Váhom";102;139;241
2021-01-07;"Okres Nové Zámky";67;114;181
2021-01-07;"Okres Partizánske";10;15;25
2021-01-07;"Okres Pezinok";47;109;156
2021-01-07;"Okres Piešťany";72;110;182
2021-01-07;"Okres Poltár";0;1;1
2021-01-07;"Okres Poprad";8;63;71
2021-01-07;"Okres Považská Bystrica";53;63;116
2021-01-07;"Okres Prešov";112;311;423
2021-01-07;"Okres Prievidza";27;78;105
2021-01-07;"Okres Púchov";24;39;63
2021-01-07;"Okres Revúca";8;41;49
2021-01-07;"Okres Rimavská Sobota";24;48;72
2021-01-07;"Okres Rožňava";11;44;55
2021-01-07;"Okres Ružomberok";27;144;171
2021-01-07;"Okres Sabinov";39;81;120
2021-01-07;"Okres Senec";61;147;208
2021-01-07;"Okres Senica";20;50;70
2021-01-07;"Okres Skalica";9;33;42
2021-01-07;"Okres Snina";11;36;47
2021-01-07;"Okres Sobrance";0;4;4
2021-01-07;"Okres Spišská Nová Ves";48;151;199
2021-01-07;"Okres Stará Ľubovňa";34;88;122
2021-01-07;"Okres Stropkov";0;20;20
2021-01-07;"Okres Svidník";13;38;51
2021-01-07;"Okres Šaľa";29;47;76
2021-01-07;"Okres Topoľčany";25;42;67
2021-01-07;"Okres Trebišov";41;73;114
2021-01-07;"Okres Trenčín";116;253;369
2021-01-07;"Okres Trnava";125;240;365
2021-01-07;"Okres Turčianske Teplice";18;10;28
2021-01-07;"Okres Tvrdošín";1;31;32
2021-01-07;"Okres Veľký Krtíš";1;50;51
2021-01-07;"Okres Vranov nad Topľou";4;45;49
2021-01-07;"Okres Zlaté Moravce";12;23;35
2021-01-07;"Okres Zvolen";24;138;162
2021-01-07;"Okres Žarnovica";7;15;22
2021-01-07;"Okres Žiar nad Hronom";3;25;28
2021-01-07;"Okres Žilina";126;250;376
2021-01-07;NA;51;239;290
2021-01-06;"Neznáme";124;421;545
2021-01-06;"Okres Bánovce nad Bebravou";10;23;33
2021-01-06;"Okres Banská Bystrica";137;323;460
2021-01-06;"Okres Banská Štiavnica";6;9;15
2021-01-06;"Okres Bardejov";33;71;104
2021-01-06;"Okres Bratislava I";17;106;123
2021-01-06;"Okres Bratislava II";39;167;206
2021-01-06;"Okres Bratislava III";16;119;135
2021-01-06;"Okres Bratislava IV";33;139;172
2021-01-06;"Okres Bratislava V";48;147;195
2021-01-06;"Okres Brezno";20;46;66
2021-01-06;"Okres Bytča";6;10;16
2021-01-06;"Okres Čadca";54;85;139
2021-01-06;"Okres Detva";8;31;39
2021-01-06;"Okres Dolný Kubín";6;67;73
2021-01-06;"Okres Dunajská Streda";79;147;226
2021-01-06;"Okres Galanta";42;80;122
2021-01-06;"Okres Gelnica";8;30;38
2021-01-06;"Okres Hlohovec";10;33;43
2021-01-06;"Okres Humenné";3;30;33
2021-01-06;"Okres Ilava";74;100;174
2021-01-06;"Okres Kežmarok";36;102;138
2021-01-06;"Okres Komárno";4;24;28
2021-01-06;"Okres Košice - okolie";90;135;225
2021-01-06;"Okres Košice I";24;27;51
2021-01-06;"Okres Košice II";32;52;84
2021-01-06;"Okres Košice III";8;11;19
2021-01-06;"Okres Košice IV";16;12;28
2021-01-06;"Okres Krupina";11;37;48
2021-01-06;"Okres Kysucké Nové Mesto";4;4;8
2021-01-06;"Okres Levice";47;129;176
2021-01-06;"Okres Levoča";18;24;42
2021-01-06;"Okres Liptovský Mikuláš";31;103;134
2021-01-06;"Okres Lučenec";13;147;160
2021-01-06;"Okres Malacky";26;78;104
2021-01-06;"Okres Martin";1;25;26
2021-01-06;"Okres Medzilaborce";5;11;16
2021-01-06;"Okres Michalovce";33;106;139
2021-01-06;"Okres Myjava";2;0;2
2021-01-06;"Okres Námestovo";3;64;67
2021-01-06;"Okres Nitra";61;127;188
2021-01-06;"Okres Nové Mesto nad Váhom";18;47;65
2021-01-06;"Okres Nové Zámky";33;83;116
2021-01-06;"Okres Partizánske";14;21;35
2021-01-06;"Okres Pezinok";27;75;102
2021-01-06;"Okres Piešťany";2;18;20
2021-01-06;"Okres Poltár";10;44;54
2021-01-06;"Okres Poprad";66;133;199
2021-01-06;"Okres Považská Bystrica";30;45;75
2021-01-06;"Okres Prešov";10;74;84
2021-01-06;"Okres Prievidza";14;41;55
2021-01-06;"Okres Púchov";12;56;68
2021-01-06;"Okres Revúca";4;6;10
2021-01-06;"Okres Rimavská Sobota";40;67;107
2021-01-06;"Okres Rožňava";3;34;37
2021-01-06;"Okres Ružomberok";35;93;128
2021-01-06;"Okres Sabinov";19;44;63
2021-01-06;"Okres Senec";46;125;171
2021-01-06;"Okres Senica";2;37;39
2021-01-06;"Okres Skalica";0;9;9
2021-01-06;"Okres Snina";10;43;53
2021-01-06;"Okres Sobrance";1;10;11
2021-01-06;"Okres Spišská Nová Ves";68;189;257
2021-01-06;"Okres Stará Ľubovňa";45;134;179
2021-01-06;"Okres Stropkov";13;44;57
2021-01-06;"Okres Svidník";26;44;70
2021-01-06;"Okres Šaľa";20;41;61
2021-01-06;"Okres Topoľčany";33;47;80
2021-01-06;"Okres Trebišov";49;103;152
2021-01-06;"Okres Trenčín";54;115;169
2021-01-06;"Okres Trnava";38;117;155
2021-01-06;"Okres Turčianske Teplice";2;4;6
2021-01-06;"Okres Tvrdošín";1;19;20
2021-01-06;"Okres Veľký Krtíš";11;69;80
2021-01-06;"Okres Vranov nad Topľou";36;81;117
2021-01-06;"Okres Zlaté Moravce";34;27;61
2021-01-06;"Okres Zvolen";19;101;120
2021-01-06;"Okres Žarnovica";18;58;76
2021-01-06;"Okres Žiar nad Hronom";19;60;79
2021-01-06;"Okres Žilina";5;12;17
2021-01-06;"Zahraničie";0;1;1
2021-01-06;NA;98;261;359
2021-01-05;"Neznáme";587;1221;1808
2021-01-05;"Okres Bánovce nad Bebravou";21;88;109
2021-01-05;"Okres Banská Bystrica";108;266;374
2021-01-05;"Okres Banská Štiavnica";4;11;15
2021-01-05;"Okres Bardejov";123;246;369
2021-01-05;"Okres Bratislava I";44;199;243
2021-01-05;"Okres Bratislava II";95;453;548
2021-01-05;"Okres Bratislava III";79;303;382
2021-01-05;"Okres Bratislava IV";75;312;387
2021-01-05;"Okres Bratislava V";112;322;434
2021-01-05;"Okres Brezno";30;69;99
2021-01-05;"Okres Bytča";55;63;118
2021-01-05;"Okres Čadca";69;149;218
2021-01-05;"Okres Detva";15;86;101
2021-01-05;"Okres Dolný Kubín";19;63;82
2021-01-05;"Okres Dunajská Streda";80;194;274
2021-01-05;"Okres Galanta";60;173;233
2021-01-05;"Okres Gelnica";2;50;52
2021-01-05;"Okres Hlohovec";57;78;135
2021-01-05;"Okres Humenné";27;82;109
2021-01-05;"Okres Ilava";68;110;178
2021-01-05;"Okres Kežmarok";33;89;122
2021-01-05;"Okres Komárno";69;112;181
2021-01-05;"Okres Košice - okolie";129;289;418
2021-01-05;"Okres Košice I";18;56;74
2021-01-05;"Okres Košice II";31;73;104
2021-01-05;"Okres Košice III";20;21;41
2021-01-05;"Okres Košice IV";10;29;39
2021-01-05;"Okres Krupina";3;35;38
2021-01-05;"Okres Kysucké Nové Mesto";31;58;89
2021-01-05;"Okres Levice";29;93;122
2021-01-05;"Okres Levoča";19;81;100
2021-01-05;"Okres Liptovský Mikuláš";69;157;226
2021-01-05;"Okres Lučenec";54;172;226
2021-01-05;"Okres Malacky";48;223;271
2021-01-05;"Okres Martin";174;129;303
2021-01-05;"Okres Medzilaborce";5;6;11
2021-01-05;"Okres Michalovce";53;177;230
2021-01-05;"Okres Myjava";19;42;61
2021-01-05;"Okres Námestovo";14;52;66
2021-01-05;"Okres Nitra";141;245;386
2021-01-05;"Okres Nové Mesto nad Váhom";47;115;162
2021-01-05;"Okres Nové Zámky";159;260;419
2021-01-05;"Okres Partizánske";32;52;84
2021-01-05;"Okres Pezinok";41;153;194
2021-01-05;"Okres Piešťany";91;142;233
2021-01-05;"Okres Poltár";14;52;66
2021-01-05;"Okres Poprad";103;215;318
2021-01-05;"Okres Považská Bystrica";129;158;287
2021-01-05;"Okres Prešov";121;345;466
2021-01-05;"Okres Prievidza";113;163;276
2021-01-05;"Okres Púchov";58;93;151
2021-01-05;"Okres Revúca";16;71;87
2021-01-05;"Okres Rimavská Sobota";51;89;140
2021-01-05;"Okres Rožňava";29;91;120
2021-01-05;"Okres Ružomberok";36;103;139
2021-01-05;"Okres Sabinov";32;102;134
2021-01-05;"Okres Senec";78;248;326
2021-01-05;"Okres Senica";39;274;313
2021-01-05;"Okres Skalica";23;88;111
2021-01-05;"Okres Snina";3;32;35
2021-01-05;"Okres Sobrance";5;26;31
2021-01-05;"Okres Spišská Nová Ves";56;225;281
2021-01-05;"Okres Stará Ľubovňa";60;139;199
2021-01-05;"Okres Stropkov";5;21;26
2021-01-05;"Okres Svidník";29;48;77
2021-01-05;"Okres Šaľa";35;83;118
2021-01-05;"Okres Topoľčany";57;105;162
2021-01-05;"Okres Trebišov";97;248;345
2021-01-05;"Okres Trenčín";165;352;517
2021-01-05;"Okres Trnava";160;402;562
2021-01-05;"Okres Turčianske Teplice";21;16;37
2021-01-05;"Okres Tvrdošín";9;79;88
2021-01-05;"Okres Veľký Krtíš";3;42;45
2021-01-05;"Okres Vranov nad Topľou";121;184;305
2021-01-05;"Okres Zlaté Moravce";59;77;136
2021-01-05;"Okres Zvolen";64;193;257
2021-01-05;"Okres Žarnovica";6;16;22
2021-01-05;"Okres Žiar nad Hronom";16;44;60
2021-01-05;"Okres Žilina";168;340;508
2021-01-05;NA;147;462;609
2021-01-04;"Neznáme";439;1059;1498
2021-01-04;"Okres Bánovce nad Bebravou";11;69;80
2021-01-04;"Okres Banská Bystrica";25;134;159
2021-01-04;"Okres Banská Štiavnica";1;13;14
2021-01-04;"Okres Bardejov";14;94;108
2021-01-04;"Okres Bratislava I";31;196;227
2021-01-04;"Okres Bratislava II";119;376;495
2021-01-04;"Okres Bratislava III";69;247;316
